StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020 5:52,3/31/2020 5:52,0,109.133.123.56,2,26,0,4/7/2020 5:53,R_1LtyzNFMYZalvHi,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020 8:14,3/31/2020 8:16,0,47.17.176.86,29,113,0,4/7/2020 8:16,R_1gpSPYBFUBJWeN7,,,,,,,anonymous,EN,1,35,4,7,1,7,"1,4,9,12,13,14,17,19,28",2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2020 12:23,3/31/2020 12:23,0,31.21.118.175,2,7,0,4/7/2020 12:23,R_O7NiJyVHHFfjNdf,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2020 3:42,4/1/2020 3:43,0,81.106.228.61,29,93,0,4/8/2020 3:43,R_2dmCMVyCNpwH0BL,,,,,,,anonymous,EN,2,33,1,7,1,8,,100,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 16:34,4/8/2020 16:49,0,162.255.58.197,100,910,1,4/8/2020 16:49,R_3fIPnWwXkKJ2Lcr,,,,,41.85020447,-87.67359924,anonymous,EN,1,43,1,7,2,10,,30,30,1,1,5,4.997,90.857,92.774,33,3,3.077,24.366,33.585,7,3,4.563,14.784,16.433,11,2,2.869,203.537,204.776,9,3,3.543,78.255,97.37,8,3,3.103,30.3,31.388,7,6,1.79,33.418,37.273,10,6,3.423,42.15,44.777,14,2,3.86,32.637,33.672,17,6,26.914,53.706,55.785,21,2,3.747,117.577,119.595,17,1,1.407,1.407,4.445,1,1,2.502,27.479,28.834,10,7,7.241,13.823,15.219,5,6,9.504,9.504,13.281,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020 15:02,4/9/2020 15:16,0,184.153.48.115,100,829,1,4/9/2020 15:16,R_3MLuEZuCHEdROdD,,,,,40.76530457,-73.95890045,anonymous,EN,2,38,1,7,2,6,"1,4,6,7,9,11,12,13,14,15,17,20,21,22,23,28,29,30,35",10,10,4,2,2,40.942,40.942,43.016,1,3,19.566,19.566,20.822,1,6,30.94,30.94,32.575,1,2,28.598,28.598,30.464,1,7,25.475,25.475,26.994,1,3,35.395,35.395,38.309,1,7,46.226,46.226,48.007,1,5,47.733,47.733,49.399,1,5,126.2,126.2,128.297,1,6,41.6,41.6,43.267,1,7,34.101,34.101,35.644,1,7,19.917,19.917,21.614,1,6,39.798,39.798,41.758,1,1,20.954,20.954,24.456,1,1,62.318,62.318,65.591,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2020 19:40,4/2/2020 19:45,0,108.35.142.135,29,306,0,4/9/2020 19:45,R_2zRRmKmaMEjrXSO,,,,,,,anonymous,EN,2,28,8,7,2,5,"1,12,36",30,30,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2020 12:32,4/10/2020 12:50,0,66.31.30.159,100,1057,1,4/10/2020 12:50,R_1GuZFBMzap7DuIV,,,,,42.36489868,-71.09870148,anonymous,EN,1,30,3,7,4,4,,25,25,1,1,7,27.613,27.613,29.724,1,2,11.331,12.955,21.176,2,2,44.736,56.822,58.207,2,1,2.814,39.97,42.788,2,6,22.34,23.25,24.176,2,2,101.375,101.375,102.46,1,6,34.36,36.269,43.854,2,6,21.323,21.323,22.418,1,4,46.877,46.877,51.489,1,6,34.469,34.469,36.735,1,2,33.338,37.147,40.231,2,2,26.02,27.281,28.977,2,6,40.3,60.668,65.849,3,7,64.753,64.753,67.384,1,7,25.553,25.553,28.173,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020 10:57,4/11/2020 11:10,0,65.60.150.166,100,788,1,4/11/2020 11:10,R_2wAoG0JAu2ELfCA,,,,,41.76879883,-88.14250183,anonymous,EN,1,51,1,6,1,8,"1,2,9,10,12,13,14,17,20,22,23,28,29,32",90,90,4,5,4,69.858,69.858,71.729,1,2,15.633,15.633,18.866,1,5,19.403,19.403,24.89,1,2,24.551,49.391,55.798,3,6,29.559,35.015,39.438,2,6,17.642,17.642,21.249,1,7,37.209,37.209,41.68,1,2,18.919,18.919,23.75,1,4,51.924,67.156,68.74,2,7,31.922,31.922,33.601,1,2,31.675,31.675,36,1,2,12.498,12.498,14.37,1,4,29.667,29.667,32.243,1,4,33.422,33.422,36.485,1,1,36.636,47.108,53.107,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2020 3:33,4/5/2020 3:54,0,172.58.23.160,96,1285,0,4/12/2020 3:55,R_1QnpY4rrT5Dz2XD,,,,,,,anonymous,EN,1,62,1,4,1,6,,1000,3,6,7,6,23.364,98.734,100.308,7,4,16.518,25.608,33.694,4,2,22.649,38.535,47.797,3,1,16.858,33.131,35.151,3,3,19.867,68.589,70.797,3,1,26.272,30.537,36.536,3,7,14.266,44.628,46.897,3,7,36.446,50.125,53.19,3,1,26.443,99.241,104.209,6,7,43.238,53.301,55.466,5,1,28.926,84.987,88.781,4,1,24.965,44.139,46.615,5,7,40.108,71.33,75.911,6,4,33.107,33.496,35.429,2,4,32.384,44.665,46.542,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2020 18:14,4/5/2020 18:14,0,165.124.165.40,13,30,0,4/12/2020 18:14,R_1rHvkdRdDLr2QIG,,,,,,,anonymous,EN,2,12,3,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020 9:20,4/6/2020 9:23,0,79.30.69.177,29,203,0,4/13/2020 9:24,R_3QDc2hBKG1DNzjs,,,,,,,anonymous,EN,2,34,1,7,,2,"1,2,10,14,20,28,36",20,20,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020 20:01,4/6/2020 20:16,0,207.96.113.202,96,868,0,4/13/2020 20:16,R_PZFIl7HfqiV5dW9,,,,,,,anonymous,EN,1,30,19,7,1,5,,0,0,4,3,6,18.815,18.815,20.739,1,2,2.377,29.114,34.24,3,2,6.518,19.025,42.794,5,2,38.935,44.461,149.531,3,3,32.653,43.78,44.722,4,7,1.884,31.152,34.828,4,6,7.844,31.802,52.66,2,6,21.376,21.376,22.421,1,2,11.708,55.154,65.833,7,6,14.138,14.138,14.969,1,3,5.252,26.448,36.519,2,2,14.11,15.236,18.031,2,4,18.933,42.298,53.805,3,4,12.977,12.977,20.511,1,4,23.535,23.535,24.211,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020 16:58,4/8/2020 16:59,0,162.255.58.197,29,42,0,4/15/2020 16:59,R_bezv7PT5y7Ch6P7,,,,,,,anonymous,EN,1,43,1,7,2,10,,30,30,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2020 21:14,4/15/2020 21:23,0,209.150.59.5,100,574,1,4/15/2020 21:23,R_1g2D3WUvYwgpkoS,,,,,40.71139526,-74.00050354,anonymous,EN,1,24,1,7,2,1,,8,8,3,2,2,19.188,19.188,20.18,1,5,13.556,13.556,14.729,1,2,19.389,19.389,20.512,1,1,42.178,44.928,47.534,2,6,20.817,20.817,21.721,1,1,40.143,40.143,41.732,1,7,23.488,23.488,25.491,1,2,17.194,23.549,24.823,2,5,53.268,53.268,54.484,1,5,20.554,20.554,22.114,1,2,39.443,39.443,40.788,1,2,31.713,31.713,33.642,1,3,23.186,23.186,29.438,1,6,14.587,25.636,26.459,2,6,10.17,10.17,11.069,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 10:43,4/16/2020 11:05,0,109.186.153.151,100,1270,1,4/16/2020 11:05,R_2ydBwhGMJxTbkzA,,,,,32.0664978,34.76519775,anonymous,EN,1,25,1,6,2,5,,15,15,3,5,6,44.695,44.695,58.686,1,2,26.476,26.476,28.695,1,3,58.773,81.929,83.313,3,1,24.941,24.941,26.059,1,7,50.786,50.786,51.661,1,3,133.902,133.902,135.675,1,6,83.657,83.657,85.483,1,1,59.149,59.149,62.087,1,2,72.256,72.256,74.034,1,6,55.06,56.223,64.629,2,3,159.783,193.25,197.112,2,1,36.548,39.316,41.389,2,6,45.217,45.217,48.742,1,1,20.64,20.64,23.22,1,1,46.809,46.809,48.09,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:51,4/16/2020 15:00,0,95.84.220.235,100,535,1,4/16/2020 15:00,R_1q3vEezosNxR7Ga,,,,,55.75270081,37.61720276,anonymous,EN,1,21,1,6,2,2,"1,13,14,24,29,34",3,3,3,1,2,18.396,18.396,20.926,1,2,15.744,16.608,16.98,2,2,18.122,18.122,19.349,1,1,18.745,18.745,19.574,1,3,22.914,22.914,23.827,1,6,20.642,20.642,21.373,1,7,26.124,26.124,27.463,1,5,29.044,29.044,30.496,1,7,29.53,29.53,30.269,1,3,22.818,25.393,26.389,3,7,31.052,31.052,32.048,1,6,21.919,21.919,22.746,1,7,27.828,27.828,28.637,1,1,11.845,11.845,12.902,1,1,24.94,24.94,25.821,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:47,4/16/2020 15:05,0,188.32.96.230,100,1054,1,4/16/2020 15:05,R_2Xjs9YVzoqBJZnl,,,,,55.75270081,37.61720276,anonymous,EN,1,42,1,7,2,6,"2,6,7,10,13,14,19",15,3,5,5,4,39.755,39.755,44.997,1,2,4.562,17.365,21.421,2,3,39.734,39.734,42.665,1,3,23.313,36.133,39.096,3,3,35.433,35.433,37.754,1,3,31.052,31.052,34.579,1,6,30.01,30.01,32.021,1,5,21.219,21.219,23.57,1,5,48.72,48.72,50.074,1,5,39.563,39.563,49.942,1,6,46.239,49.487,50.742,2,6,14.323,14.323,17.665,1,6,32.932,32.932,34.599,1,1,16.874,32.052,34.6,2,3,69.563,69.563,71.033,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:56,4/16/2020 15:19,0,213.24.134.8,100,1375,1,4/16/2020 15:19,R_3dYvnmEJOOPVamv,,,,,55.75270081,37.61720276,anonymous,EN,2,23,1,6,2,1,,2,2,4,6,2,5.802,55.599,58.102,5,4,1.406,19.406,20.306,2,4,5.276,49.2,51.192,7,1,1.652,37.835,39.131,4,6,30.607,31.777,32.431,2,6,1.97,115.441,116.215,5,7,40.113,54.984,56.161,3,1,53.359,54.766,55.868,2,7,8.045,29.483,30.177,7,5,2.742,53.296,54.418,3,5,4.311,73.882,76.492,7,4,6.975,30.303,34.755,3,7,13.575,93.846,97.946,13,2,0.882,44.048,49.674,4,1,35.622,36.333,37.401,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:55,4/16/2020 15:58,0,176.59.46.218,100,3790,1,4/16/2020 15:58,R_8Bvz6BCBc3wKJJD,,,,,55.75270081,37.61720276,anonymous,EN,1,24,1,7,2,1,,1,1,5,5,6,3.281,130.403,134.875,21,4,1.774,58.377,61.179,17,2,1.309,133.605,134.671,32,1,1.714,45.705,48.159,9,2,1.162,82.934,84.135,17,1,2.738,75.471,76.607,24,7,1.897,62.009,63.637,6,6,9.749,59.61,61.04,11,7,4.581,47.302,48.755,7,7,4.245,63.507,74.843,7,1,11.561,124.347,125.981,17,1,2.998,42.734,44.489,10,1,4.086,127.474,128.717,29,1,8.784,119.992,124.44,5,1,1.249,90.99,92.369,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 15:00,4/16/2020 16:05,0,90.154.71.47,100,3890,1,4/16/2020 16:05,R_3EusmA8a1vqm8ig,,,,,55.75270081,37.61720276,anonymous,EN,1,27,2,6,2,1,"5,10,12,17,20,29,36",5,5,3,3,2,32.485,32.485,34.623,1,3,48.62,48.62,49.595,1,2,44.415,44.415,52.314,1,3,44.948,44.948,49.426,1,2,34.771,67.911,69.516,2,2,244.515,244.515,245.678,1,7,54.316,54.316,55.896,1,2,13.21,18.963,20.9,2,4,27.307,27.307,29.087,1,6,57.791,57.791,61.505,1,5,142.423,160.397,173.254,2,5,42.274,42.274,88.568,1,6,535.297,535.297,537.025,1,1,33.557,33.557,35.325,1,1,43.905,43.905,50.655,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 15:45,4/16/2020 16:10,0,31.173.24.162,100,1513,1,4/16/2020 16:10,R_3KvIg21LetmjV1m,,,,,55.75270081,37.61720276,anonymous,EN,1,25,14,6,2,1,"1,2,5,11,13,14,20,22,23,28",30,4,6,2,2,60.11,60.11,61.915,1,1,10.371,10.371,12.769,1,2,24.849,24.849,26.343,1,2,21.244,21.244,22.191,1,2,45.288,45.288,46.23,1,2,22.355,27.227,28.045,3,2,47.982,47.982,56.978,1,6,306.082,306.082,307.372,1,1,51.166,52.725,53.264,2,6,58.98,58.98,59.712,1,7,62.78,62.78,64.621,1,6,106.801,106.801,108.49,1,6,52.503,52.503,55.307,1,1,18.162,18.162,19.001,1,4,182.297,182.297,187.615,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 15:34,4/16/2020 16:18,0,91.193.176.11,100,2616,1,4/16/2020 16:18,R_RrjcYeitn4gyazv,,,,,55.75270081,37.61720276,anonymous,EN,2,22,1,6,2,1,"1,10,12,17,20,29,35",4,4,2,1,2,2.463,16.913,32.56,6,1,29.574,41.1,50.874,3,2,4.792,107.908,112.704,17,1,6.28,62.473,62.975,9,6,42.742,89.315,90.329,12,7,35.512,48.534,49.745,4,2,3.906,110.171,110.825,12,6,28.044,158.803,159.449,13,2,1.666,80.615,86.815,8,5,8.515,19.925,25.176,3,6,1.86,59.907,72.756,13,2,6.252,132.189,137.516,6,1,10.972,22.705,25.005,7,7,23.932,27.067,30.345,2,7,36.618,46.85,47.848,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020 16:48,4/9/2020 16:49,0,108.160.196.40,2,34,0,4/16/2020 16:49,R_3rGULaW4ila2KkC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2020 14:51,4/16/2020 16:53,0,84.51.92.246,100,7332,1,4/16/2020 16:53,R_3HoaqWlb7XvePfL,,,,,55.67689514,37.27310181,anonymous,EN,1,22,1,6,2,1,"5,6,9,10,14,17,24",1,4,3,3,4,41.279,41.279,42.261,1,3,3443.442,3443.442,3444.203,1,5,37.065,42.171,43.674,2,2,31.517,31.517,32.599,1,4,5.715,401.481,402.203,2,5,8.055,8.055,9.209,1,6,32.419,32.419,33.072,1,3,9.92,9.92,11.015,1,5,980.047,1018.677,1021.677,8,4,17.755,17.755,18.596,1,7,871.229,895.031,898.136,10,5,334.73,358.19,359.858,3,1,6.31,6.31,8.877,1,4,15.214,15.214,18.994,1,4,53.388,53.388,54.785,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 3:51,4/17/2020 4:07,0,165.225.76.210,100,968,1,4/17/2020 4:07,R_PMy9VKed5Rp4Kd3,,,,,48.85429382,2.352706909,anonymous,EN,1,52,1,7,2,10,,10,4,2,4,1,35.635,35.635,37.499,1,3,18.775,18.775,19.953,1,5,31.446,31.446,33.276,1,1,40.955,40.955,42.131,1,7,27.28,27.28,28.322,1,1,53.829,53.829,55.444,1,7,69.29,69.29,71.94,1,1,43.193,43.193,44.752,1,7,48.894,48.894,51.575,1,7,45.198,45.198,46.69,1,2,77.261,77.261,78.449,1,1,22.75,22.75,24.287,1,7,39.635,63.811,65.191,3,1,17.155,17.155,18.263,1,1,49.215,49.215,50.223,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 3:54,4/17/2020 4:12,0,83.46.47.173,100,1061,1,4/17/2020 4:12,R_2fjtjRiCeEloqpB,,,,,40.41430664,-3.701599121,anonymous,EN,2,47,1,7,2,10,"1,7,9,11,13,14,21",30,30,3,5,2,41.061,41.061,43.105,1,4,31.195,31.195,33.622,1,3,38.601,38.601,41.097,1,2,29.393,29.393,36.382,1,6,29.648,29.648,31.579,1,6,28.653,28.653,30.32,1,7,80.731,80.731,83.641,1,2,32.991,32.991,35.528,1,7,52.253,52.253,54.015,1,5,29.062,33.79,43.59,2,3,84.3,84.3,85.78,1,3,21.26,21.26,22.833,1,7,88.563,88.563,89.569,1,2,41.298,41.298,48.21,1,1,51.752,51.752,53.416,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 3:52,4/17/2020 4:15,0,80.30.31.42,100,1406,1,4/17/2020 4:15,R_Rx0pzDngXuUFofT,,,,,40.41430664,-3.701599121,anonymous,EN,2,52,1,3,2,10,"1,11,13,15",2,4,4,3,1,28.554,35.402,37.137,2,6,29.527,31.39,32.812,2,3,26.557,42.372,43.611,2,3,4.218,47.7,49.638,5,3,49.288,52.002,56.498,2,2,38.428,58.087,59.628,3,7,4.726,41.057,42.128,3,1,22.602,25.695,27.542,2,7,22.932,52.199,53.747,2,2,6.79,62.016,65.913,3,6,38.279,54.956,57.059,3,3,22.272,35.472,38.094,2,6,45.7,58.366,60.139,3,2,28.126,30.433,31.478,2,2,32.949,37.019,39.39,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:06,4/17/2020 4:18,0,62.216.208.30,100,743,1,4/17/2020 4:18,R_3lrjkNuFOoFbS66,,,,,48.14970398,11.58500671,anonymous,EN,2,41,1,6,2,9,"1,4,7,9,11,12,13,14,19,20,22,23,28,31",5,3,3,3,5,1.495,31.767,34.998,6,3,15.655,15.655,16.364,1,3,42.613,61.209,62.58,4,3,19.716,21.72,22.362,3,3,17.863,18.725,18.763,2,2,1.998,24.523,25.209,4,7,30.462,30.462,31.932,1,5,44.019,44.513,45.707,2,2,1.777,65.853,66.401,9,6,34.844,34.844,36.18,1,4,1.762,45.907,48.415,8,3,17.872,19.101,21.019,2,6,10.795,20.442,21.878,6,4,15.414,15.414,16.039,1,4,18.49,30.256,32.273,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:07,4/17/2020 4:34,0,106.38.52.213,100,1642,1,4/17/2020 4:34,R_vZGjOamRnMg9Un7,,,,,39.92880249,116.3888855,anonymous,EN,1,52,1,7,2,8,,31,31,3,5,5,49.325,49.325,84.109,1,6,26.131,26.131,41.853,1,5,19.185,36.161,37.625,2,1,18.956,20.908,34.016,2,2,27.03,64.6,66.907,2,3,14.499,88.5,95.677,2,6,28.189,121.869,125.025,13,3,28.649,31.473,82.086,2,6,25.362,45.146,51.734,2,5,65.099,65.099,75.31,1,3,36.177,110.289,117.453,4,2,17.919,17.919,26.81,1,6,9.645,95.301,109.744,4,2,8.305,44.571,45.739,7,1,13.475,26.408,32.002,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:21,4/17/2020 4:48,0,109.63.173.91,100,1637,1,4/17/2020 4:48,R_1mKm9aFkDrFB8ob,,,,,55.75270081,37.61720276,anonymous,EN,2,21,1,6,2,1,,25,25,3,1,5,19.662,19.662,20.142,1,3,23.242,25.592,26.372,4,2,1.144,44.66,51.973,2,3,29.722,32.47,33.203,3,5,132.137,133.294,134.244,2,2,24.261,24.261,25.166,1,6,185.065,201.599,202.081,4,5,132.96,134.06,137.017,2,3,57.264,57.264,58.071,1,5,138.199,138.199,140.004,1,5,307.602,307.602,309.096,1,5,35.047,35.047,36.36,1,5,39.175,42.105,43.042,2,3,16.237,16.237,17,1,6,64.046,64.046,64.683,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2020 4:42,4/17/2020 4:51,0,94.36.109.90,100,518,1,4/17/2020 4:51,R_Zrd7l0fWXVvgTiF,,,,,45.47070313,9.188903809,anonymous,EN,1,49,1,7,2,10,"1,2,7,8,9,12,13,14,17,22,24,30",4,4,2,3,7,16.785,16.785,17.803,1,1,7.825,7.825,9.103,1,5,15.731,15.731,16.816,1,6,15.581,15.581,17.142,1,4,23.225,23.225,24.223,1,1,11.172,11.172,12.292,1,7,25.412,25.412,26.397,1,5,10.612,10.612,12.384,1,7,22.796,22.796,23.781,1,6,15.364,15.364,16.509,1,7,18.576,18.576,19.562,1,7,14.54,14.54,16.143,1,4,14.344,14.344,15.486,1,1,28.068,109.859,114.112,10,1,1.766,21.234,22.197,2
